,Model_ID,Name,Publication
544,NMLCL000623,Layer 6 Continuous Accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
545,NMLCL000624,Layer 6 Continuous Accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
546,NMLCL000625,Layer 6 Continuous Accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
547,NMLCL000626,Layer 6 Continuous Accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
548,NMLCL000627,Layer 6 Continuous Accommodating Neurogliaform Cell (1),"Markram, et. al. (2015)"
549,NMLCL000628,Layer 6 Continuous Accommodating Neurogliaform Cell (2),"Markram, et. al. (2015)"
550,NMLCL000629,Layer 6 Continuous Accommodating Neurogliaform Cell (3),"Markram, et. al. (2015)"
551,NMLCL000630,Layer 6 Continuous Accommodating Neurogliaform Cell (4),"Markram, et. al. (2015)"
552,NMLCL000631,Layer 6 Continuous Accommodating Neurogliaform Cell (5),"Markram, et. al. (2015)"
553,NMLCL000632,Layer 6 Continuous Accommodating Small Basket Cell (1),"Markram, et. al. (2015)"
554,NMLCL000633,Layer 6 Continuous Accommodating Small Basket Cell (2),"Markram, et. al. (2015)"
555,NMLCL000634,Layer 6 Continuous Accommodating Small Basket Cell (3),"Markram, et. al. (2015)"
556,NMLCL000635,Layer 6 Continuous Accommodating Small Basket Cell (4),"Markram, et. al. (2015)"
557,NMLCL000636,Layer 6 Continuous Accommodating Small Basket Cell (5),"Markram, et. al. (2015)"
558,NMLCL000637,Layer 2/3 Continuous Accommodating Pyramidal Cell (1),"Markram, et. al. (2015)"
559,NMLCL000638,Layer 2/3 Continuous Accommodating Pyramidal Cell (2),"Markram, et. al. (2015)"
560,NMLCL000639,Layer 2/3 Continuous Accommodating Pyramidal Cell (3),"Markram, et. al. (2015)"
561,NMLCL000640,Layer 2/3 Continuous Accommodating Pyramidal Cell (4),"Markram, et. al. (2015)"
562,NMLCL000641,Layer 2/3 Continuous Accommodating Pyramidal Cell (5),"Markram, et. al. (2015)"
563,NMLCL000642,Layer 4 Continuous Accommodating Pyramidal Cell (1),"Markram, et. al. (2015)"
564,NMLCL000643,Layer 4 Continuous Accommodating Pyramidal Cell (2),"Markram, et. al. (2015)"
565,NMLCL000644,Layer 4 Continuous Accommodating Pyramidal Cell (3),"Markram, et. al. (2015)"
566,NMLCL000645,Layer 4 Continuous Accommodating Pyramidal Cell (4),"Markram, et. al. (2015)"
567,NMLCL000646,Layer 4 Continuous Accommodating Pyramidal Cell (5),"Markram, et. al. (2015)"
568,NMLCL000647,Layer 4 Continuous Accommodating Star Pyramidal Cell (1),"Markram, et. al. (2015)"
569,NMLCL000648,Layer 4 Continuous Accommodating Star Pyramidal Cell (2),"Markram, et. al. (2015)"
570,NMLCL000649,Layer 4 Continuous Accommodating Star Pyramidal Cell (3),"Markram, et. al. (2015)"
571,NMLCL000650,Layer 4 Continuous Accommodating Star Pyramidal Cell (4),"Markram, et. al. (2015)"
572,NMLCL000651,Layer 4 Continuous Accommodating Star Pyramidal Cell (5),"Markram, et. al. (2015)"
573,NMLCL000652,Layer 4 Continuous Accommodating Spiny Stellate Cell (1),"Markram, et. al. (2015)"
574,NMLCL000653,Layer 4 Continuous Accommodating Spiny Stellate Cell (2),"Markram, et. al. (2015)"
575,NMLCL000654,Layer 4 Continuous Accommodating Spiny Stellate Cell (3),"Markram, et. al. (2015)"
576,NMLCL000655,Layer 4 Continuous Accommodating Spiny Stellate Cell (4),"Markram, et. al. (2015)"
577,NMLCL000656,Layer 4 Continuous Accommodating Spiny Stellate Cell (5),"Markram, et. al. (2015)"
578,NMLCL000657,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (1),"Markram, et. al. (2015)"
579,NMLCL000658,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (2),"Markram, et. al. (2015)"
580,NMLCL000659,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (3),"Markram, et. al. (2015)"
581,NMLCL000660,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (4),"Markram, et. al. (2015)"
582,NMLCL000661,Layer 6 Continuous Accommodating Pyramidal Cell with bipolar apical-like dendrites (5),"Markram, et. al. (2015)"
583,NMLCL000662,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (1),"Markram, et. al. (2015)"
584,NMLCL000663,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (2),"Markram, et. al. (2015)"
585,NMLCL000664,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (3),"Markram, et. al. (2015)"
586,NMLCL000665,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (4),"Markram, et. al. (2015)"
587,NMLCL000666,Layer 6 Continuous Accommodating Pyramidal Cell with inverted apical-like dendrites (5),"Markram, et. al. (2015)"
588,NMLCL000667,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (1),"Markram, et. al. (2015)"
589,NMLCL000668,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (2),"Markram, et. al. (2015)"
590,NMLCL000669,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (3),"Markram, et. al. (2015)"
591,NMLCL000670,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (4),"Markram, et. al. (2015)"
592,NMLCL000671,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 1 (5),"Markram, et. al. (2015)"
593,NMLCL000672,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (1),"Markram, et. al. (2015)"
594,NMLCL000673,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (2),"Markram, et. al. (2015)"
595,NMLCL000674,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (3),"Markram, et. al. (2015)"
596,NMLCL000675,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (4),"Markram, et. al. (2015)"
597,NMLCL000676,Layer 6 Continuous Accommodating Tufted Pyramidal Cell with apical dendrites terminating in layer 4 (5),"Markram, et. al. (2015)"
598,NMLCL000677,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (1),"Markram, et. al. (2015)"
599,NMLCL000678,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (2),"Markram, et. al. (2015)"
600,NMLCL000679,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (3),"Markram, et. al. (2015)"
601,NMLCL000680,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (4),"Markram, et. al. (2015)"
602,NMLCL000681,Layer 6 Continuous Accommodating Untufted Pyramidal Cell (5),"Markram, et. al. (2015)"
603,NMLCL000682,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (1),"Markram, et. al. (2015)"
604,NMLCL000683,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (2),"Markram, et. al. (2015)"
605,NMLCL000684,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (3),"Markram, et. al. (2015)"
606,NMLCL000685,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (4),"Markram, et. al. (2015)"
607,NMLCL000686,Layer 5 Continuous Accommodating Slender-tufted Pyramidal Cell (5),"Markram, et. al. (2015)"
608,NMLCL000687,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (1),"Markram, et. al. (2015)"
609,NMLCL000688,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (2),"Markram, et. al. (2015)"
610,NMLCL000689,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (3),"Markram, et. al. (2015)"
611,NMLCL000690,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (4),"Markram, et. al. (2015)"
612,NMLCL000691,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with a late bifurcating apical tuft (5),"Markram, et. al. (2015)"
613,NMLCL000692,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (1),"Markram, et. al. (2015)"
614,NMLCL000693,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (2),"Markram, et. al. (2015)"
615,NMLCL000694,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (3),"Markram, et. al. (2015)"
616,NMLCL000695,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (4),"Markram, et. al. (2015)"
617,NMLCL000696,Layer 5 Continuous Accommodating Thick-tufted Pyramidal Cell with an early bifurcating apical tuft (5),"Markram, et. al. (2015)"
618,NMLCL000697,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (1),"Markram, et. al. (2015)"
619,NMLCL000698,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (2),"Markram, et. al. (2015)"
620,NMLCL000699,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (3),"Markram, et. al. (2015)"
621,NMLCL000700,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (4),"Markram, et. al. (2015)"
622,NMLCL000701,Layer 5 Continuous Accommodating Untufted Pyramidal Cell (5),"Markram, et. al. (2015)"
623,NMLCL000702,Layer 1 Continuous Irregular Horizontal Axon Cell (1),"Markram, et. al. (2015)"
624,NMLCL000703,Layer 1 Continuous Irregular Horizontal Axon Cell (2),"Markram, et. al. (2015)"
625,NMLCL000704,Layer 1 Continuous Irregular Horizontal Axon Cell (3),"Markram, et. al. (2015)"
626,NMLCL000705,Layer 1 Continuous Irregular Horizontal Axon Cell (4),"Markram, et. al. (2015)"
627,NMLCL000706,Layer 1 Continuous Irregular Horizontal Axon Cell (5),"Markram, et. al. (2015)"
628,NMLCL000707,Layer 2/3 Continuous Irregular Nest Basket Cell (1),"Markram, et. al. (2015)"
629,NMLCL000708,Layer 2/3 Continuous Irregular Nest Basket Cell (2),"Markram, et. al. (2015)"
630,NMLCL000709,Layer 2/3 Continuous Irregular Nest Basket Cell (3),"Markram, et. al. (2015)"
631,NMLCL000710,Layer 2/3 Continuous Irregular Nest Basket Cell (4),"Markram, et. al. (2015)"
632,NMLCL000711,Layer 2/3 Continuous Irregular Nest Basket Cell (5),"Markram, et. al. (2015)"
633,NMLCL000712,Layer 4 Continuous Irregular Double Bouquet Cell (1),"Markram, et. al. (2015)"
634,NMLCL000713,Layer 4 Continuous Irregular Double Bouquet Cell (2),"Markram, et. al. (2015)"
635,NMLCL000714,Layer 4 Continuous Irregular Double Bouquet Cell (3),"Markram, et. al. (2015)"
636,NMLCL000715,Layer 4 Continuous Irregular Double Bouquet Cell (4),"Markram, et. al. (2015)"
637,NMLCL000716,Layer 4 Continuous Irregular Double Bouquet Cell (5),"Markram, et. al. (2015)"
638,NMLCL000717,Layer 4 Continuous Irregular Nest Basket Cell (1),"Markram, et. al. (2015)"
639,NMLCL000718,Layer 4 Continuous Irregular Nest Basket Cell (2),"Markram, et. al. (2015)"
640,NMLCL000719,Layer 4 Continuous Irregular Nest Basket Cell (3),"Markram, et. al. (2015)"
641,NMLCL000720,Layer 4 Continuous Irregular Nest Basket Cell (4),"Markram, et. al. (2015)"
642,NMLCL000721,Layer 4 Continuous Irregular Nest Basket Cell (5),"Markram, et. al. (2015)"
643,NMLCL000722,Layer 5 Continuous Irregular Double Bouquet Cell (1),"Markram, et. al. (2015)"
644,NMLCL000723,Layer 5 Continuous Irregular Double Bouquet Cell (2),"Markram, et. al. (2015)"
645,NMLCL000724,Layer 5 Continuous Irregular Double Bouquet Cell (3),"Markram, et. al. (2015)"
646,NMLCL000725,Layer 5 Continuous Irregular Double Bouquet Cell (4),"Markram, et. al. (2015)"
647,NMLCL000726,Layer 5 Continuous Irregular Double Bouquet Cell (5),"Markram, et. al. (2015)"
648,NMLCL000727,Layer 5 Continuous Irregular Large Basket Cell (1),"Markram, et. al. (2015)"
649,NMLCL000728,Layer 5 Continuous Irregular Large Basket Cell (2),"Markram, et. al. (2015)"
650,NMLCL000729,Layer 5 Continuous Irregular Large Basket Cell (3),"Markram, et. al. (2015)"
651,NMLCL000730,Layer 5 Continuous Irregular Large Basket Cell (4),"Markram, et. al. (2015)"
652,NMLCL000731,Layer 5 Continuous Irregular Large Basket Cell (5),"Markram, et. al. (2015)"
653,NMLCL000732,Layer 5 Continuous Irregular Nest Basket Cell (1),"Markram, et. al. (2015)"
654,NMLCL000733,Layer 5 Continuous Irregular Nest Basket Cell (2),"Markram, et. al. (2015)"
655,NMLCL000734,Layer 5 Continuous Irregular Nest Basket Cell (3),"Markram, et. al. (2015)"
656,NMLCL000735,Layer 5 Continuous Irregular Nest Basket Cell (4),"Markram, et. al. (2015)"
657,NMLCL000736,Layer 5 Continuous Irregular Nest Basket Cell (5),"Markram, et. al. (2015)"
658,NMLCL000737,Layer 6 Continuous Irregular Double Bouquet Cell (1),"Markram, et. al. (2015)"
659,NMLCL000738,Layer 6 Continuous Irregular Double Bouquet Cell (2),"Markram, et. al. (2015)"
660,NMLCL000739,Layer 6 Continuous Irregular Double Bouquet Cell (3),"Markram, et. al. (2015)"
661,NMLCL000740,Layer 6 Continuous Irregular Double Bouquet Cell (4),"Markram, et. al. (2015)"
662,NMLCL000741,Layer 6 Continuous Irregular Double Bouquet Cell (5),"Markram, et. al. (2015)"
663,NMLCL000742,Layer 6 Continuous Irregular Martinotti Cell (1),"Markram, et. al. (2015)"
664,NMLCL000743,Layer 6 Continuous Irregular Martinotti Cell (2),"Markram, et. al. (2015)"
665,NMLCL000744,Layer 6 Continuous Irregular Martinotti Cell (3),"Markram, et. al. (2015)"
666,NMLCL000745,Layer 6 Continuous Irregular Martinotti Cell (4),"Markram, et. al. (2015)"
667,NMLCL000746,Layer 6 Continuous Irregular Martinotti Cell (5),"Markram, et. al. (2015)"
668,NMLCL000747,Layer 6 Continuous Irregular Nest Basket Cell (1),"Markram, et. al. (2015)"
669,NMLCL000748,Layer 6 Continuous Irregular Nest Basket Cell (2),"Markram, et. al. (2015)"
670,NMLCL000749,Layer 6 Continuous Irregular Nest Basket Cell (3),"Markram, et. al. (2015)"
671,NMLCL000750,Layer 6 Continuous Irregular Nest Basket Cell (4),"Markram, et. al. (2015)"
672,NMLCL000751,Layer 6 Continuous Irregular Nest Basket Cell (5),"Markram, et. al. (2015)"
673,NMLCL000752,Layer 1 Continuous Non-accommodating Descending Axon Cell (1),"Markram, et. al. (2015)"
674,NMLCL000753,Layer 1 Continuous Non-accommodating Descending Axon Cell (2),"Markram, et. al. (2015)"
675,NMLCL000754,Layer 1 Continuous Non-accommodating Descending Axon Cell (3),"Markram, et. al. (2015)"
676,NMLCL000755,Layer 1 Continuous Non-accommodating Descending Axon Cell (4),"Markram, et. al. (2015)"
677,NMLCL000756,Layer 1 Continuous Non-accommodating Descending Axon Cell (5),"Markram, et. al. (2015)"
678,NMLCL000757,Layer 1 Continuous Non-accommodating Large Axon Cell (1),"Markram, et. al. (2015)"
679,NMLCL000758,Layer 1 Continuous Non-accommodating Large Axon Cell (2),"Markram, et. al. (2015)"
680,NMLCL000759,Layer 1 Continuous Non-accommodating Large Axon Cell (3),"Markram, et. al. (2015)"
681,NMLCL000760,Layer 1 Continuous Non-accommodating Large Axon Cell (4),"Markram, et. al. (2015)"
682,NMLCL000761,Layer 1 Continuous Non-accommodating Large Axon Cell (5),"Markram, et. al. (2015)"
683,NMLCL000762,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (1),"Markram, et. al. (2015)"
684,NMLCL000763,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (2),"Markram, et. al. (2015)"
685,NMLCL000764,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (3),"Markram, et. al. (2015)"
686,NMLCL000765,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (4),"Markram, et. al. (2015)"
687,NMLCL000766,Layer 1 Continuous Non-accommodating Horizontal Axon Cell (5),"Markram, et. al. (2015)"
688,NMLCL000767,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (1),"Markram, et. al. (2015)"
689,NMLCL000768,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (2),"Markram, et. al. (2015)"
690,NMLCL000769,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (3),"Markram, et. al. (2015)"
691,NMLCL000770,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (4),"Markram, et. al. (2015)"
692,NMLCL000771,Layer 1 Continuous Non-accommodating Neurogliaform Cell with dense axonal arborization (5),"Markram, et. al. (2015)"
693,NMLCL000772,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (1),"Markram, et. al. (2015)"
694,NMLCL000773,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (2),"Markram, et. al. (2015)"
695,NMLCL000774,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (3),"Markram, et. al. (2015)"
696,NMLCL000775,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (4),"Markram, et. al. (2015)"
697,NMLCL000776,Layer 1 Continuous Non-accommodating Neurogliaform Cell with slender axonal arborization (5),"Markram, et. al. (2015)"
698,NMLCL000777,Layer 1 Continuous Non-accommodating Small Axon Cell (1),"Markram, et. al. (2015)"
699,NMLCL000778,Layer 1 Continuous Non-accommodating Small Axon Cell (2),"Markram, et. al. (2015)"
700,NMLCL000779,Layer 1 Continuous Non-accommodating Small Axon Cell (3),"Markram, et. al. (2015)"
701,NMLCL000780,Layer 1 Continuous Non-accommodating Small Axon Cell (4),"Markram, et. al. (2015)"
702,NMLCL000781,Layer 1 Continuous Non-accommodating Small Axon Cell (5),"Markram, et. al. (2015)"
703,NMLCL000782,Layer 2/3 Continuous Non-accommodating Bipolar Cell (1),"Markram, et. al. (2015)"
704,NMLCL000783,Layer 2/3 Continuous Non-accommodating Bipolar Cell (2),"Markram, et. al. (2015)"
705,NMLCL000784,Layer 2/3 Continuous Non-accommodating Bipolar Cell (3),"Markram, et. al. (2015)"
706,NMLCL000785,Layer 2/3 Continuous Non-accommodating Bipolar Cell (4),"Markram, et. al. (2015)"
707,NMLCL000786,Layer 2/3 Continuous Non-accommodating Bipolar Cell (5),"Markram, et. al. (2015)"
708,NMLCL000787,Layer 2/3 Continuous Non-accommodating Bitufted Cell (1),"Markram, et. al. (2015)"
709,NMLCL000788,Layer 2/3 Continuous Non-accommodating Bitufted Cell (2),"Markram, et. al. (2015)"
710,NMLCL000789,Layer 2/3 Continuous Non-accommodating Bitufted Cell (3),"Markram, et. al. (2015)"
711,NMLCL000790,Layer 2/3 Continuous Non-accommodating Bitufted Cell (4),"Markram, et. al. (2015)"
712,NMLCL000791,Layer 2/3 Continuous Non-accommodating Bitufted Cell (5),"Markram, et. al. (2015)"
713,NMLCL000792,Layer 2/3 Continuous Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
714,NMLCL000793,Layer 2/3 Continuous Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
715,NMLCL000794,Layer 2/3 Continuous Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
716,NMLCL000795,Layer 2/3 Continuous Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
717,NMLCL000796,Layer 2/3 Continuous Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
718,NMLCL000797,Layer 2/3 Continuous Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
719,NMLCL000798,Layer 2/3 Continuous Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
720,NMLCL000799,Layer 2/3 Continuous Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
721,NMLCL000800,Layer 2/3 Continuous Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
722,NMLCL000801,Layer 2/3 Continuous Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
723,NMLCL000802,Layer 2/3 Continuous Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
724,NMLCL000803,Layer 2/3 Continuous Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
725,NMLCL000804,Layer 2/3 Continuous Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
726,NMLCL000805,Layer 2/3 Continuous Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
727,NMLCL000806,Layer 2/3 Continuous Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
728,NMLCL000807,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (1),"Markram, et. al. (2015)"
729,NMLCL000808,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
730,NMLCL000809,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
731,NMLCL000810,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
732,NMLCL000811,Layer 2/3 Continuous Non-accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
733,NMLCL000812,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (1),"Markram, et. al. (2015)"
734,NMLCL000813,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (2),"Markram, et. al. (2015)"
735,NMLCL000814,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (3),"Markram, et. al. (2015)"
736,NMLCL000815,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (4),"Markram, et. al. (2015)"
737,NMLCL000816,Layer 2/3 Continuous Non-accommodating Neurogliaform Cell (5),"Markram, et. al. (2015)"
738,NMLCL000817,Layer 4 Continuous Non-accommodating Bipolar Cell (1),"Markram, et. al. (2015)"
739,NMLCL000818,Layer 4 Continuous Non-accommodating Bipolar Cell (2),"Markram, et. al. (2015)"
740,NMLCL000819,Layer 4 Continuous Non-accommodating Bipolar Cell (3),"Markram, et. al. (2015)"
741,NMLCL000820,Layer 4 Continuous Non-accommodating Bipolar Cell (4),"Markram, et. al. (2015)"
742,NMLCL000821,Layer 4 Continuous Non-accommodating Bipolar Cell (5),"Markram, et. al. (2015)"
743,NMLCL000822,Layer 4 Continuous Non-accommodating Bitufted Cell (1),"Markram, et. al. (2015)"
744,NMLCL000823,Layer 4 Continuous Non-accommodating Bitufted Cell (2),"Markram, et. al. (2015)"
745,NMLCL000824,Layer 4 Continuous Non-accommodating Bitufted Cell (3),"Markram, et. al. (2015)"
746,NMLCL000825,Layer 4 Continuous Non-accommodating Bitufted Cell (4),"Markram, et. al. (2015)"
747,NMLCL000826,Layer 4 Continuous Non-accommodating Bitufted Cell (5),"Markram, et. al. (2015)"
748,NMLCL000827,Layer 4 Continuous Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
749,NMLCL000828,Layer 4 Continuous Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
750,NMLCL000829,Layer 4 Continuous Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
751,NMLCL000830,Layer 4 Continuous Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
752,NMLCL000831,Layer 4 Continuous Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
753,NMLCL000832,Layer 4 Continuous Non-accommodating Double Bouquet Cell (1),"Markram, et. al. (2015)"
754,NMLCL000833,Layer 4 Continuous Non-accommodating Double Bouquet Cell (2),"Markram, et. al. (2015)"
755,NMLCL000834,Layer 4 Continuous Non-accommodating Double Bouquet Cell (3),"Markram, et. al. (2015)"
756,NMLCL000835,Layer 4 Continuous Non-accommodating Double Bouquet Cell (4),"Markram, et. al. (2015)"
757,NMLCL000836,Layer 4 Continuous Non-accommodating Double Bouquet Cell (5),"Markram, et. al. (2015)"
758,NMLCL000837,Layer 4 Continuous Non-accommodating Large Basket Cell (1),"Markram, et. al. (2015)"
759,NMLCL000838,Layer 4 Continuous Non-accommodating Large Basket Cell (2),"Markram, et. al. (2015)"
760,NMLCL000839,Layer 4 Continuous Non-accommodating Large Basket Cell (3),"Markram, et. al. (2015)"
761,NMLCL000840,Layer 4 Continuous Non-accommodating Large Basket Cell (4),"Markram, et. al. (2015)"
762,NMLCL000841,Layer 4 Continuous Non-accommodating Large Basket Cell (5),"Markram, et. al. (2015)"
763,NMLCL000842,Layer 4 Continuous Non-accommodating Martinotti Cell (1),"Markram, et. al. (2015)"
764,NMLCL000843,Layer 4 Continuous Non-accommodating Martinotti Cell (2),"Markram, et. al. (2015)"
765,NMLCL000844,Layer 4 Continuous Non-accommodating Martinotti Cell (3),"Markram, et. al. (2015)"
766,NMLCL000845,Layer 4 Continuous Non-accommodating Martinotti Cell (4),"Markram, et. al. (2015)"
767,NMLCL000846,Layer 4 Continuous Non-accommodating Martinotti Cell (5),"Markram, et. al. (2015)"
768,NMLCL000847,Layer 4 Continuous Non-accommodating Nest Basket Cell (1),"Markram, et. al. (2015)"
769,NMLCL000848,Layer 4 Continuous Non-accommodating Nest Basket Cell (2),"Markram, et. al. (2015)"
770,NMLCL000849,Layer 4 Continuous Non-accommodating Nest Basket Cell (3),"Markram, et. al. (2015)"
771,NMLCL000850,Layer 4 Continuous Non-accommodating Nest Basket Cell (4),"Markram, et. al. (2015)"
772,NMLCL000851,Layer 4 Continuous Non-accommodating Nest Basket Cell (5),"Markram, et. al. (2015)"
773,NMLCL000852,Layer 4 Continuous Non-accommodating Neurogliaform Cell (1),"Markram, et. al. (2015)"
774,NMLCL000853,Layer 4 Continuous Non-accommodating Neurogliaform Cell (2),"Markram, et. al. (2015)"
775,NMLCL000854,Layer 4 Continuous Non-accommodating Neurogliaform Cell (3),"Markram, et. al. (2015)"
776,NMLCL000855,Layer 4 Continuous Non-accommodating Neurogliaform Cell (4),"Markram, et. al. (2015)"
777,NMLCL000856,Layer 4 Continuous Non-accommodating Neurogliaform Cell (5),"Markram, et. al. (2015)"
778,NMLCL000857,Layer 5 Continuous Non-accommodating Bipolar Cell (1),"Markram, et. al. (2015)"
779,NMLCL000858,Layer 5 Continuous Non-accommodating Bipolar Cell (2),"Markram, et. al. (2015)"
780,NMLCL000859,Layer 5 Continuous Non-accommodating Bipolar Cell (3),"Markram, et. al. (2015)"
781,NMLCL000860,Layer 5 Continuous Non-accommodating Bipolar Cell (4),"Markram, et. al. (2015)"
782,NMLCL000861,Layer 5 Continuous Non-accommodating Bipolar Cell (5),"Markram, et. al. (2015)"
783,NMLCL000862,Layer 5 Continuous Non-accommodating Bitufted Cell (1),"Markram, et. al. (2015)"
784,NMLCL000863,Layer 5 Continuous Non-accommodating Bitufted Cell (2),"Markram, et. al. (2015)"
785,NMLCL000864,Layer 5 Continuous Non-accommodating Bitufted Cell (3),"Markram, et. al. (2015)"
786,NMLCL000865,Layer 5 Continuous Non-accommodating Bitufted Cell (4),"Markram, et. al. (2015)"
787,NMLCL000866,Layer 5 Continuous Non-accommodating Bitufted Cell (5),"Markram, et. al. (2015)"
788,NMLCL000867,Layer 5 Continuous Non-accommodating Chandelier Cell (1),"Markram, et. al. (2015)"
789,NMLCL000868,Layer 5 Continuous Non-accommodating Chandelier Cell (2),"Markram, et. al. (2015)"
790,NMLCL000869,Layer 5 Continuous Non-accommodating Chandelier Cell (3),"Markram, et. al. (2015)"
791,NMLCL000870,Layer 5 Continuous Non-accommodating Chandelier Cell (4),"Markram, et. al. (2015)"
792,NMLCL000871,Layer 5 Continuous Non-accommodating Chandelier Cell (5),"Markram, et. al. (2015)"
793,NMLCL000872,Layer 5 Continuous Non-accommodating Double Bouquet Cell (1),"Markram, et. al. (2015)"
